,id,category_id,brand_id,width,height,depth,weight,monthly_demand,replenishment_interval,price,unit_margin,blocking_field,min_facing,max_facing,max_stack,up_down_order_criteria,block_order_criteria,sku_order_criteria_1,sku_order_criteria_2,sku_order_criteria_3,sku_order_criteria_4
22,102189,137,355,64.7084069889,236.6625255233,57.1107507483,9.4478572652,7,30,17.45614,11.441425,355,1,5,3,9.4478572652,0,0,0,0,0
23,102190,137,355,136.7354758697,233.8217975365,103.8193244727,9.793919807,5,30,21.842105,15.221012,355,1,5,3,9.793919807,0,0,0,0,0
24,102191,137,355,146.0780756755,290.9399793055,91.1469156125,7.5490693635,6,30,11.315789,7.852396,355,1,5,3,7.5490693635,0,0,0,0,0
25,102192,137,355,123.1796567532,171.7422410923,149.569469843,14.2191197077,4,30,22.719649,12.216009,355,1,5,3,14.2191197077,0,0,0,0,0
26,102193,137,355,59.7551637059,148.1310255866,104.6801553537,14.6078075676,18,30,22.719298,15.861026,355,1,5,3,14.6078075676,0,0,0,0,0
27,102194,137,355,71.6481186643,120.8885393636,68.7380873771,5.3303837279,17,30,26.22807,17.802516,355,1,5,3,5.3303837279,0,0,0,0,0
28,102195,137,355,137.3886892128,270.8578876348,78.0375929542,7.4010303007,4,30,16.14307,12.224995,355,1,5,3,7.4010303007,0,0,0,0,0
29,102196,134,355,85.0248169895,153.1068113347,70.581033494,14.0484270199,6,30,7.98,5.278099,355,1,5,3,14.0484270199,0,0,0,0,0
30,102197,134,355,149.5774966028,246.3593135064,85.8711205461,14.9569469843,7,30,16.048387,10.723121,355,1,5,3,14.9569469843,0,0,0,0,0
31,102198,132,355,77.194966124,114.4733148539,64.7084069889,11.8331262762,6,30,17.66129,12.875944,355,1,5,3,11.8331262762,0,0,0,0,0
32,102199,137,355,82.2794921202,227.738572055,117.1362634721,8.361928587,5,30,22.289474,13.950467,355,1,5,3,8.361928587,0,0,0,0,0
33,102239,133,61,116.5521441041,182.0885529446,80.6367140089,8.6716814512,3,30,48.31,29.576842,61,1,5,3,8.6716814512,0,0,0,0,0
34,102241,133,61,57.0808927059,172.3734037121,148.237707476,8.0780675473,3,30,40.24,22.018382,61,1,5,3,8.0780675473,0,0,0,0,0
35,102238,133,61,73.3712884524,154.2176121217,71.7259450011,5.9457437706,3,30,123.629032,28.088709,61,1,5,3,5.9457437706,0,0,0,0,0
36,100526,132,683,124.5559626184,262.428451228,88.8265338178,8.2412672406,4,30,10.81,0,683,1,5,3,8.2412672406,0,0,0,0,0
37,100527,132,683,142.4782739926,203.0731295677,85.2519856345,6.5214628284,4,30,11.113065,9.964748,683,1,5,3,6.5214628284,0,0,0,0,0
38,100529,132,683,133.9814010799,296.4145059555,103.6723026139,12.9214442732,3,30,18.467742,14.533961,683,1,5,3,12.9214442732,0,0,0,0,0
39,100719,132,2513,62.425804698,128.9441105267,143.8911877004,14.0150140864,9,30,11.209677,8.411378,2513,1,5,3,14.0150140864,0,0,0,0,0
40,101145,131,628,106.1147626054,235.5974267291,83.6328382364,11.1714147667,7,30,10.4,7.896887,628,1,5,3,11.1714147667,0,0,0,0,0
41,101148,135,628,147.6763544112,182.7595140039,90.9964320746,13.2094276511,10,30,3.951613,3.229425,628,1,5,3,13.2094276511,0,0,0,0,0
42,101149,131,628,148.795296692,140.6284612751,55.0170984167,11.4551840291,9,30,7.98,5.90081,628,1,5,3,11.4551840291,0,0,0,0,0
43,101150,131,628,114.5100949789,270.4246404227,92.1044614287,14.2627340027,6,30,9.596774,6.965645,628,1,5,3,14.2627340027,0,0,0,0,0
44,101152,131,628,109.5518733529,227.8853596916,87.696230239,11.4551840291,14,30,7.981936,5.702869,628,1,5,3,11.4551840291,0,0,0,0,0
45,104746,131,175,147.3400670106,298.6735351242,95.0845134145,8.822236991,4,30,34.6,0,175,1,5,3,8.822236991,0,0,0,0,0
46,107939,131,175,104.8688675296,251.4777463432,140.1361560348,8.3632838236,4,30,22.5,12.029555,175,1,5,3,8.3632838236,0,0,0,0,0
47,107940,131,175,126.7278365555,145.0612306079,95.237955351,5.1552478675,4,30,22.5,12.157774,175,1,5,3,5.1552478675,0,0,0,0,0
48,107941,131,175,137.3886892128,270.8578876348,78.0375929542,7.4010303007,4,30,20.08,0,175,1,5,3,7.4010303007,0,0,0,0,0
49,106965,131,83,67.8714354578,132.9591178163,111.9164167811,13.131831771,5,30,9.6,0,83,1,5,3,13.131831771,0,0,0,0,0
50,106966,131,83,102.3676823949,135.2135286234,107.190284995,12.5662887935,5,30,9.598387,8.186966,83,1,5,3,12.5662887935,0,0,0,0,0
51,113767,131,83,66.4949479833,221.6923075316,108.1492326065,7.4910135464,4,30,9.596774,7.134729,83,1,5,3,7.4910135464,0,0,0,0,0
52,113768,131,83,99.1810009423,105.2763041941,53.364799702,11.420041783,4,30,9.596774,7.170884,83,1,5,3,11.420041783,0,0,0,0,0
53,118109,132,502,88.2223699097,108.5094114402,144.0034090351,11.7324583509,11,30,12.016129,8.765483,502,1,5,3,11.7324583509,0,0,0,0,0
54,113776,136,83,97.8663196465,226.2201387176,83.6328382364,11.1714147667,4,30,12.016129,8.701064,83,1,5,3,11.1714147667,0,0,0,0,0
55,100518,132,683,97.6158262229,298.8074905503,70.3142306376,5.5017098417,6,30,12.02,10.068491,683,1,5,3,5.5017098417,0,0,0,0,0
56,118459,132,527,116.8879993151,198.211269377,146.6059931143,8.5871120546,4,30,17.66129,10.253825,527,1,5,3,8.5871120546,0,0,0,0,0
57,118458,132,527,146.7657344732,145.8668179003,105.0821761962,7.7108806061,4,30,17.66,9.755933,527,1,5,3,7.7108806061,0,0,0,0,0
58,106981,138,83,75.3588697596,164.7665529666,132.3807241964,11.4793440642,7,30,10.475806,9.117935,83,1,5,3,11.4793440642,0,0,0,0,0
59,101084,137,355,84.7879823727,127.648525139,60.3179004497,8.6186701856,30,30,21.84,14.593334,355,1,5,3,8.6186701856,0,0,0,0,0
60,118461,132,527,98.1806771764,140.9782450123,131.287164615,9.5860670939,4,30,15.012097,7.549971,527,1,5,3,9.5860670939,0,0,0,0,0
61,118460,132,527,100.3317700783,159.7055076752,142.9077008746,12.2200626932,4,30,9.163226,1.177181,527,1,5,3,12.2200626932,0,0,0,0,0
62,118457,132,527,70.4891225061,262.57432923,95.8606709387,7.2111810587,4,30,13.629032,8.128671,527,1,5,3,7.2111810587,0,0,0,0,0
63,106195,137,355,118.4578350234,202.4309019043,130.2007500734,10.7571620814,7,30,49.91,33.631988,355,1,5,3,10.7571620814,0,0,0,0,0
64,101132,139,263,82.4126724058,192.4051569708,68.1264863333,14.2637741696,25,30,7.981936,5.983598,263,1,5,3,14.2637741696,0,0,0,0,0
65,102240,133,61,116.5521441041,182.0885529446,80.6367140089,8.6716814512,3,30,128.225806,61.491935,61,1,5,3,8.6716814512,0,0,0,0,0
66,108893,138,355,69.8828549281,208.5196974508,89.6906486602,6.9958870635,7,30,23.596491,18.055774,355,1,5,3,6.9958870635,0,0,0,0,0
67,108894,138,355,136.391836119,216.1514329868,93.4416811777,13.7529147215,5,30,37.63079,29.700939,355,1,5,3,13.7529147215,0,0,0,0,0
68,109041,137,355,61.2957170176,203.9555883787,69.2059834791,5.4446648337,9,30,26.23,20.441578,355,1,5,3,5.4446648337,0,0,0,0,0
69,109042,137,355,99.1810009423,105.2763041941,53.364799702,11.420041783,8,30,43.77,34.195718,355,1,5,3,11.420041783,0,0,0,0,0
70,113777,136,83,62.7522130373,189.1059778788,55.3978683897,14.38911877,14,30,12.821291,9.650587,83,1,5,3,14.38911877,0,0,0,0,0
71,112998,132,502,135.1422263914,180.7956149887,54.5609302085,5.9075818242,4,30,12.02,8.552696,502,1,5,3,5.9075818242,0,0,0,0,0
72,112999,132,502,116.0460404801,255.3856397001,86.1522774914,8.9284838414,3,30,12.016129,9.047506,502,1,5,3,8.9284838414,0,0,0,0,0
73,113000,132,502,86.4381167686,171.7496737608,120.0045078257,6.1871763461,3,30,10.814516,7.8459,502,1,5,3,6.1871763461,0,0,0,0,0
74,113001,132,502,118.2004560588,116.7041042307,85.2519856345,6.5214628284,3,30,8.41129,7.673291,502,1,5,3,6.5214628284,0,0,0,0,0
75,113002,132,502,55.0129110501,140.6284612751,55.0170984167,11.4551840291,4,30,12.016129,9.184055,502,1,5,3,11.4551840291,0,0,0,0,0
76,113003,132,502,69.6431275132,265.4341130685,89.6262903581,10.0486773326,4,30,10.21,5.624038,502,1,5,3,10.0486773326,0,0,0,0,0
77,113004,132,502,142.6377416959,182.7190424145,62.0702215212,14.7908697455,5,30,12.02,0,502,1,5,3,14.7908697455,0,0,0,0,0
78,113005,132,502,129.8648481165,252.0858577727,70.6537878563,12.7065921787,4,30,12.02,9.207954,502,1,5,3,12.7065921787,0,0,0,0,0
79,113006,132,502,87.2935765012,110.5957263297,111.4746894577,11.1527595608,5,30,12.016129,7.215917,502,1,5,3,11.1527595608,0,0,0,0,0
80,113007,132,502,112.429401042,222.0796312341,120.6573735249,5.5605133848,4,30,12.016129,9.123317,502,1,5,3,5.5605133848,0,0,0,0,0
81,113008,132,502,145.8209379817,254.3181879397,126.016147831,5.1645884071,5,30,4.76,3.620636,502,1,5,3,5.1645884071,0,0,0,0,0
82,118108,132,502,51.764544551,173.4336290247,53.364799702,11.420041783,5,30,12.02,0,502,1,5,3,11.420041783,0,0,0,0,0
83,109799,139,3,55.5298181805,103.6250869394,140.6212343719,5.8550756051,16,30,16.05,9.080645,3,1,5,3,5.8550756051,0,0,0,0,0
84,117786,132,532,81.7064064825,216.2304265009,131.4891536553,5.7479375687,5,30,14.516129,11.053262,532,1,5,3,5.7479375687,0,0,0,0,0
85,117789,132,532,58.3520521154,170.503971269,65.2146282843,12.475060803,5,30,14.516129,10.971554,532,1,5,3,12.475060803,0,0,0,0,0
86,117790,132,532,122.2006269316,271.9733354263,51.176992292,11.7726733923,6,30,16.13,12.626684,532,1,5,3,11.7726733923,0,0,0,0,0
87,117791,132,532,98.343296215,161.7935430759,122.6789068015,14.7617861777,5,30,14.516129,10.901528,532,1,5,3,14.7617861777,0,0,0,0,0
88,117792,132,532,131.85807532,275.218653778,61.215900264,5.8550756051,3,30,14.52,0,532,1,5,3,5.8550756051,0,0,0,0,0
89,117794,132,532,93.4416811777,275.0582944292,104.2696363793,6.0953449765,4,30,14.518064,11.868796,532,1,5,3,6.0953449765,0,0,0,0,0
90,116570,136,53,101.8210069866,267.9628021597,148.2072529777,10.3672302614,15,30,10.438596,6.486282,53,1,5,3,10.3672302614,0,0,0,0,0
91,100255,139,242,64.4484605334,254.0102695918,147.6178617767,11.7663307699,6,30,32.18,19.440125,242,1,5,3,11.7663307699,0,0,0,0,0
92,106983,138,83,103.2754755445,256.6610650073,62.7522130373,9.4552988939,16,30,5.637097,4.963043,83,1,5,3,9.4552988939,0,0,0,0,0
93,100256,139,242,130.5533383903,261.5249162468,85.1846255828,7.7194966124,4,30,32.177419,19.1074,242,1,5,3,7.7194966124,0,0,0,0,0
94,106985,139,83,99.1056346885,293.2119862285,85.8711205461,14.9569469843,4,30,7.18,6.041392,83,1,5,3,14.9569469843,0,0,0,0,0
95,113735,131,83,74.0935501178,138.9074495866,142.3608328819,7.2670585938,5,30,10.403226,7.680954,83,1,5,3,7.2670585938,0,0,0,0,0
96,119209,131,175,64.7084069889,236.6625255233,57.1107507483,9.4478572652,4,30,14.44,0,175,1,5,3,9.4478572652,0,0,0,0,0
97,113774,138,83,140.3248979715,265.9876204666,68.7380873771,5.3303837279,7,30,4.83,4.439327,83,1,5,3,5.3303837279,0,0,0,0,0
98,113769,139,83,60.4529052097,210.6607940582,99.1056346885,14.6605993114,5,30,3.951613,3.0025,83,1,5,3,14.6605993114,0,0,0,0,0
99,106963,131,83,110.5758877967,231.652502453,147.9050120073,12.4820253588,5,30,5.56,4.679831,83,1,5,3,12.4820253588,0,0,0,0,0
100,113732,131,83,113.9528050884,243.4612483107,80.326640697,11.9330801423,7,30,5.56,0,83,1,5,3,11.9330801423,0,0,0,0,0
101,113751,131,83,101.0018506743,180.8541315081,113.5471015697,5.4457579488,4,30,9.598387,7.398208,83,1,5,3,5.4457579488,0,0,0,0,0
102,119206,131,175,99.7536568759,293.2119862285,85.8711205461,14.9569469843,3,30,56.37,0,175,1,5,3,14.9569469843,0,0,0,0,0
103,106958,131,83,91.8236748324,201.1880827541,73.7086306511,9.223019696,6,30,10.4,8.1024,83,1,5,3,9.223019696,0,0,0,0,0
104,113740,131,83,111.7037532001,250.7373165597,146.7840173966,9.8204923731,4,30,10.403226,8.114312,83,1,5,3,9.8204923731,0,0,0,0,0
105,106968,131,83,73.7964627092,233.1042882081,91.0442764723,8.0636714009,4,30,13.63,0,83,1,5,3,8.0636714009,0,0,0,0,0
106,113731,131,83,111.5275956084,147.4172613022,92.2301969599,10.1215450952,5,30,5.56,4.410052,83,1,5,3,10.1215450952,0,0,0,0,0
107,113754,131,83,87.480375544,177.5112590221,102.914819545,13.0410304669,4,30,13.629032,10.139026,83,1,5,3,13.0410304669,0,0,0,0,0
108,106956,131,83,74.3517762709,201.100916212,124.5559626184,13.1214225614,4,30,7.983871,6.193543,83,1,5,3,13.1214225614,0,0,0,0,0
109,106979,131,83,116.4815495972,160.6275626831,79.8527538376,14.2907700875,12,30,3.95,0,83,1,5,3,14.2907700875,0,0,0,0,0
110,113733,131,83,73.7086306511,184.4603939198,101.2154509521,13.0200750073,5,30,9.596774,7.325465,83,1,5,3,13.0200750073,0,0,0,0,0
111,113742,131,83,111.1643392525,112.7566961109,57.4587264423,12.5345892256,5,30,10.4,7.225036,83,1,5,3,12.5345892256,0,0,0,0,0
112,119203,131,175,96.2616549295,138.666295306,57.0808927059,8.6186701856,4,30,32.18,14.882205,175,1,5,3,8.6186701856,0,0,0,0,0
113,113764,131,83,137.2165980328,117.4936343172,124.8202535878,5.3303837279,4,30,24.11,15.533737,83,1,5,3,5.3303837279,0,0,0,0,0
114,107157,131,83,97.4823297478,265.4341130685,89.6262903581,10.0486773326,3,30,12.016129,9.981356,83,1,5,3,10.0486773326,0,0,0,0,0
115,113748,131,83,102.1983909713,284.7216657638,72.6705859381,7.5322030906,4,30,7.983871,6.270384,83,1,5,3,7.5322030906,0,0,0,0,0
116,113744,131,83,128.7401358373,141.1924699902,62.0702215212,14.7908697455,4,30,7.983871,6.284585,83,1,5,3,14.7908697455,0,0,0,0,0
117,119200,131,175,94.0199495882,141.9702489073,142.5577961393,6.9882854928,4,30,32.18,0,175,1,5,3,6.9882854928,0,0,0,0,0
118,106986,139,83,133.9814010799,296.4145059555,103.6723026139,12.9214442732,4,30,5.56,4.900862,83,1,5,3,12.9214442732,0,0,0,0,0
119,113738,131,83,132.9526638942,192.5836709489,57.6245637257,6.068285377,8,30,7.98,5.955228,83,1,5,3,6.068285377,0,0,0,0,0
120,113753,131,83,117.7987133646,167.2656764727,111.714147667,5.4837743829,5,30,13.63,8.004656,83,1,5,3,5.4837743829,0,0,0,0,0
121,106808,136,83,103.8193244727,195.8783961405,65.519638061,10.4815782842,16,30,5.56,4.705942,83,1,5,3,10.4815782842,0,0,0,0,0
122,118619,132,683,55.0474198758,263.9612392132,128.9663916133,13.7609326889,5,30,12.02,8.508065,683,1,5,3,13.7609326889,0,0,0,0,0
123,113760,131,83,133.9814010799,296.4145059555,103.6723026139,12.9214442732,4,30,18.468871,14.173928,83,1,5,3,12.9214442732,0,0,0,0,0
124,113737,131,83,59.1063530565,150.644061813,54.3676188808,12.3625745155,3,30,16.048387,11.719345,83,1,5,3,12.3625745155,0,0,0,0,0
125,113766,131,83,57.2366574269,129.4168139778,118.3312627616,5.7110750748,5,30,9.596774,7.934161,83,1,5,3,5.7110750748,0,0,0,0,0
126,119205,131,175,148.4169765024,180.0427846776,69.3345250745,10.1821006987,4,30,48.31,21.650166,175,1,5,3,10.1821006987,0,0,0,0,0
127,113729,131,83,94.4821919557,227.546415494,109.7695785436,8.7628072042,6,30,5.56,3.922228,83,1,5,3,8.7628072042,0,0,0,0,0
128,113730,131,83,125.7388731716,280.2723120697,83.6328382364,11.1714147667,5,30,3.145161,2.21786,83,1,5,3,11.1714147667,0,0,0,0,0
129,113758,131,83,72.6098736773,185.9680070232,72.530615304,9.5237955351,4,30,16.05,0,83,1,5,3,9.5237955351,0,0,0,0,0
130,113739,131,83,134.0042572058,203.0606286143,148.5374855049,10.7267626314,4,30,8.64,6.846959,83,1,5,3,10.7267626314,0,0,0,0,0
131,113726,131,83,75.3220309065,108.7352377617,123.6257451547,5.501291105,8,30,2.83,0,83,1,5,3,5.501291105,0,0,0,0,0
132,119204,131,175,121.1534596265,108.4257314685,123.9850758659,13.96804126,5,30,38.23,15.677386,175,1,5,3,13.96804126,0,0,0,0,0
133,106959,131,83,112.429401042,222.0796312341,120.6573735249,5.5605133848,5,30,12.016129,9.433138,83,1,5,3,5.5605133848,0,0,0,0,0
134,113762,131,83,70.9680979371,191.9502357716,149.5544959868,13.2190686829,4,30,21.693548,17.117854,83,1,5,3,13.2190686829,0,0,0,0,0
135,113745,131,83,68.7549356367,126.8345134026,106.499477287,8.969064866,4,30,7.98,6.24503,83,1,5,3,8.969064866,0,0,0,0,0
136,106960,131,83,53.3038372793,130.5752892544,94.5139225157,6.7606764312,8,30,9.596774,7.062723,83,1,5,3,6.7606764312,0,0,0,0,0
137,106961,131,83,109.4510852376,202.0037013487,90.4270657541,11.354710157,4,30,10.403226,8.829984,83,1,5,3,11.354710157,0,0,0,0,0
138,113734,131,83,77.0475332757,226.0740753601,99.7536568759,14.6605993114,4,30,7.983871,7.106586,83,1,5,3,14.6605993114,0,0,0,0,0
139,113752,131,83,106.1584364361,121.0268947565,65.9160227407,5.2668582416,5,30,9.6,7.277652,83,1,5,3,5.2668582416,0,0,0,0,0
140,109003,137,355,95.6119648977,108.4257314685,123.9850758659,13.96804126,10,30,1.53,1.14685,355,1,5,3,13.96804126,0,0,0,0,0
141,117483,132,522,95.237955351,103.10495735,54.2128657343,12.3985075866,4,30,12.02,0,522,1,5,3,12.3985075866,0,0,0,0,0
142,117484,132,522,114.5100949789,270.4246404227,92.1044614287,14.2627340027,4,30,11.115,0,522,1,5,3,14.2627340027,0,0,0,0,0
143,117485,132,522,135.8755657134,176.4500974799,97.4570678689,10.9513321009,4,30,12.02,6.149373,522,1,5,3,10.9513321009,0,0,0,0,0
144,117487,132,522,86.7168145123,106.7295994039,114.2004178305,5.7624563726,6,30,12.02,0,522,1,5,3,5.7624563726,0,0,0,0,0
145,117490,132,522,140.6850109201,152.4414831369,96.2616549295,6.9333147653,4,30,9.61,0,522,1,5,3,6.9333147653,0,0,0,0,0
146,117492,132,522,69.4815417707,274.7898117061,69.7162588108,14.9336767562,4,30,12.02,0,522,1,5,3,14.9336767562,0,0,0,0,0
147,118144,138,355,114.9399448242,222.9493789154,111.5275956084,7.3708630651,10,30,10.4,0,355,1,5,3,7.3708630651,0,0,0,0,0
148,118413,132,2513,59.0339854269,142.4405339302,98.1806771764,7.0489122506,5,30,9.6,0,2513,1,5,3,7.0489122506,0,0,0,0,0
149,107496,139,83,56.8926189004,222.0796312341,120.6573735249,5.5605133848,4,30,4.758065,4.230787,83,1,5,3,5.5605133848,0,0,0,0,0
150,107497,139,83,80.326640697,238.6616028452,73.7086306511,9.223019696,5,30,6.37,5.510591,83,1,5,3,9.223019696,0,0,0,0,0
151,107498,139,83,146.5242141552,190.475910702,51.552478675,5.4212865734,6,30,7.98,6.402247,83,1,5,3,5.4212865734,0,0,0,0,0
152,106984,139,83,125.7388731716,280.2723120697,83.6328382364,11.1714147667,7,30,9.6,7.769857,83,1,5,3,11.1714147667,0,0,0,0,0
153,107499,139,83,113.5471015697,108.9151589757,54.5242327284,12.8740135837,5,30,10.4,7.809749,83,1,5,3,12.8740135837,0,0,0,0,0
154,101131,135,402,145.4699896528,182.2938312251,75.490693635,7.4351776271,6,30,13.629032,8.560701,402,1,5,3,7.4351776271,0,0,0,0,0
155,113728,131,83,70.1684718626,284.7216657638,72.6705859381,7.5322030906,3,30,7.677419,4.921061,83,1,5,3,7.5322030906,0,0,0,0,0
156,109791,139,503,104.363581532,106.6076745585,65.2876446272,9.4513922516,8,30,13.63,9.350485,503,1,5,3,9.4513922516,0,0,0,0,0
157,109796,139,3,137.6980524718,142.4405339302,98.1806771764,7.0489122506,33,30,11.21,7.112903,3,1,5,3,7.0489122506,0,0,0,0,0
158,109797,139,3,54.3676188808,247.2514903093,55.0129110501,7.0314230638,14,30,12.02,7.379032,3,1,5,3,7.0314230638,0,0,0,0,0
159,109801,139,3,69.333147653,114.1617854118,86.1867018561,14.8237707476,9,30,16.05,10.306452,3,1,5,3,14.8237707476,0,0,0,0,0
160,113152,139,3,128.404586019,116.7041042307,85.2519856345,6.5214628284,15,30,7.98,4.91129,3,1,5,3,6.5214628284,0,0,0,0,0
161,113153,139,3,132.9938102333,137.4761747541,53.3038372793,6.5287644627,11,30,7.18,0,3,1,5,3,6.5287644627,0,0,0,0,0
162,105977,139,401,65.2146282843,249.5012160601,118.2476913947,13.7796899227,6,30,14.82,7.252591,401,1,5,3,13.7796899227,0,0,0,0,0
163,104657,139,401,64.4550047822,294.6801340212,149.3367675621,9.5084513415,4,30,45.592105,12.31904,401,1,5,3,9.5084513415,0,0,0,0,0
164,100257,139,242,70.7354969615,259.6643026394,62.425804698,6.4472055263,5,30,29.76,18.174718,242,1,5,3,6.4472055263,0,0,0,0,0
165,100258,139,242,139.4677729352,132.9898959666,110.8461537658,10.8149232607,13,30,7.983871,4.815053,242,1,5,3,10.8149232607,0,0,0,0,0
166,109040,137,355,126.016147831,103.2917681411,81.5435188803,5.1146024588,10,30,21.841053,16.721946,355,1,5,3,5.1146024588,0,0,0,0,0
167,103012,132,251,63.132060069,173.7551829731,69.9011353342,8.7293576501,4,30,8.024194,3.024194,251,1,5,3,8.7293576501,0,0,0,0,0
168,103014,132,251,141.7706036712,118.0679708539,71.2202669651,9.8180677176,3,30,8.024194,3.024194,251,1,5,3,9.8180677176,0,0,0,0,0
169,103015,132,251,140.1361560348,167.2656764727,111.714147667,5.4837743829,7,30,4.032258,-0.854035,251,1,5,3,5.4837743829,0,0,0,0,0
170,103016,132,251,121.1420059256,190.4131730698,118.2476913947,13.7796899227,7,30,16.05,0,251,1,5,3,13.7796899227,0,0,0,0,0
171,103018,132,251,104.9505811907,209.4729122667,111.6670581805,9.1823674832,6,30,8.024194,3.024194,251,1,5,3,9.1823674832,0,0,0,0,0
172,100216,137,885,99.2820591995,164.5589842405,113.8692860275,11.7136263472,4,30,21.841053,14.426316,885,1,5,3,11.7136263472,0,0,0,0,0
173,103031,137,885,64.5669255104,160.6275626831,79.8527538376,14.2907700875,6,30,13.07,5.881279,885,1,5,3,14.2907700875,0,0,0,0,0
174,100218,139,885,62.0782511003,207.5937418824,74.0935501178,6.9453724793,4,30,3.43,0,885,1,5,3,6.9453724793,0,0,0,0,0
175,100268,137,885,64.7084069889,236.6625255233,57.1107507483,9.4478572652,4,30,21.842105,12.662105,885,1,5,3,9.4478572652,0,0,0,0,0
176,103030,137,885,112.6920384143,261.254003493,80.5568102055,7.7082373423,5,30,13.07,7.187363,885,1,5,3,7.7082373423,0,0,0,0,0
177,104726,137,885,140.6850109201,152.4414831369,96.2616549295,6.9333147653,4,30,9.15,0,885,1,5,3,6.9333147653,0,0,0,0,0
178,118574,133,61,74.8835075804,256.6610650073,62.7522130373,9.4552988939,3,30,36.22,0,61,1,5,3,9.4552988939,0,0,0,0,0
179,118568,133,61,100.806311209,274.7068907468,139.4677729352,6.6494947983,4,30,28.95,0,61,1,5,3,6.6494947983,0,0,0,0,0
180,118569,133,61,128.5996934121,240.3144276184,111.714147667,5.4837743829,4,30,28.95,13.71944,61,1,5,3,5.4837743829,0,0,0,0,0
181,118571,133,61,116.8879993151,198.211269377,146.6059931143,8.5871120546,4,30,20.08,0,61,1,5,3,8.5871120546,0,0,0,0,0
182,118572,133,61,140.1423201629,235.4534678457,75.2993040306,14.0976923792,3,30,95.97,0,61,1,5,3,14.0976923792,0,0,0,0,0
183,100524,132,683,143.0335629027,132.733466645,139.5642548894,10.5599323679,4,30,10.209677,8.263017,683,1,5,3,10.5599323679,0,0,0,0,0
